step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	3.1875	3.79688	12.0469	12.0469	0.120469
200	2.0625	5	11.5429	23.5897	0.117949
300	1.125	6.53125	11.678	35.2677	0.117559
400	0.326172	8	11.5516	46.8193	0.117048
500	0.139648	8.6875	11.5155	58.3347	0.116669
600	0.0239258	8.6875	11.5799	69.9147	0.116524
700	0.0371094	9.875	11.6007	81.5154	0.116451
800	0.00946045	10.25	11.6245	93.1398	0.116425
900	0.00793457	10.8125	11.5567	104.697	0.116329
1000	0.00805664	11.0625	11.5093	116.206	0.116206
