step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.25	4.3125	22.8283	22.8283	0.228283
200	4.1875	4.40625	11.6834	34.5118	0.172559
300	4.21875	4.40625	11.6465	46.1583	0.153861
400	4.03125	4.5625	11.6619	57.8202	0.144551
500	3.875	4.875	11.6114	69.4316	0.138863
600	3.60938	5.03125	11.7028	81.1344	0.135224
700	3.04688	4.65625	11.6859	92.8204	0.132601
800	3.70312	4.15625	11.6301	104.45	0.130563
900	4.125	4.25	11.6461	116.096	0.128996
1000	4.28125	4.34375	11.6486	127.745	0.127745
