step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.84375	4.875	12.4406	12.4406	0.124406
200	4.875	4.9375	11.8016	24.2423	0.121211
300	4.8125	4.84375	11.8157	36.058	0.120193
400	4.84375	4.90625	11.7946	47.8527	0.119632
500	4.78125	4.875	11.7426	59.5952	0.11919
600	4.84375	4.96875	11.8103	71.4056	0.119009
700	4.8125	4.90625	11.9001	83.3057	0.119008
800	4.75	4.96875	11.7921	95.0979	0.118872
900	4.75	4.96875	11.7763	106.874	0.118749
1000	4.78125	4.9375	11.8728	118.747	0.118747
