step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.46875	4.53125	12.3783	12.3783	0.123783
200	4.46875	4.53125	11.6467	24.025	0.120125
300	4.375	4.53125	11.6535	35.6785	0.118928
400	4.28125	4.5625	11.6919	47.3704	0.118426
500	4.1875	4.84375	11.7083	59.0787	0.118157
600	4.3125	4.65625	11.7458	70.8245	0.118041
700	4.375	4.6875	11.6461	82.4706	0.117815
800	4.40625	4.5	11.6291	94.0997	0.117625
900	4.40625	4.46875	11.5999	105.7	0.117444
1000	4.4375	4.46875	11.6915	117.391	0.117391
