step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.75	4.78125	12.1392	12.1392	0.121392
200	4.71875	4.75	11.7005	23.8397	0.119198
300	4.59375	4.78125	11.7265	35.5662	0.118554
400	4.625	4.75	11.7025	47.2687	0.118172
500	4.59375	4.8125	11.6688	58.9375	0.117875
600	4.6875	4.8125	11.7754	70.7129	0.117855
700	4.65625	4.96875	11.5981	82.311	0.117587
800	4.65625	4.875	11.6727	93.9837	0.11748
900	4.5625	4.84375	11.6649	105.649	0.117387
1000	4.65625	4.8125	11.7579	117.407	0.117407
