step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	3.67188	3.96875	12.031	12.031	0.12031
200	3	4.53125	11.5939	23.6248	0.118124
300	2.34375	5.4375	11.4754	35.1003	0.117001
400	1.35938	6.46875	11.4869	46.5871	0.116468
500	0.628906	7.34375	11.5514	58.1386	0.116277
600	0.296875	8.125	11.4895	69.628	0.116047
700	0.219727	8.6875	11.635	81.263	0.11609
800	0.316406	8.875	11.5205	92.7835	0.115979
900	0.425781	8.9375	11.4967	104.28	0.115867
1000	3.21875	4.78125	11.5003	115.78	0.11578
