step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.1875	21.875	12.1323	12.1323	0.121323
200	21.125	3.92188	11.5356	23.6678	0.118339
300	28.75	3.89062	11.4956	35.1634	0.117211
400	4.1875	32.5	11.5463	46.7096	0.116774
500	35.5	3.90625	11.5469	58.2566	0.116513
600	39.75	4.25	11.6205	69.8771	0.116462
700	4.5	45	11.533	81.4101	0.1163
800	37.75	4.03125	11.6355	93.0456	0.116307
900	54.25	4.65625	11.5617	104.607	0.11623
1000	7.3125	81.5	11.6731	116.28	0.11628
