step	train_loss	val_loss	interval_s	total_s	avg_step_s
10	3.67188	3.70312	1.75039	1.75039	0.175039
20	3.46875	3.53125	1.14491	2.8953	0.144765
30	3.45312	3.53125	1.12008	4.01538	0.133846
40	3.4375	3.5	1.13522	5.15059	0.128765
50	3.45312	3.5	1.13492	6.28551	0.12571
60	3.39062	3.48438	1.14105	7.42657	0.123776
70	3.29688	3.51562	1.12205	8.54862	0.122123
80	3.3125	3.59375	1.13213	9.68076	0.121009
90	3.26562	3.54688	1.13775	10.8185	0.120206
100	3.28125	3.625	1.14508	11.9636	0.119636
