step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.28125	4.3125	12.2625	12.2625	0.122625
200	4.15625	4.4375	11.612	23.8745	0.119373
300	4.125	4.625	11.6342	35.5087	0.118362
400	3.75	4.84375	11.7184	47.2271	0.118068
500	4.125	4.4375	11.7051	58.9322	0.117864
600	4.15625	4.40625	11.7532	70.6854	0.117809
700	4.4375	4.53125	11.6369	82.3223	0.117603
800	4.28125	4.34375	11.832	94.1543	0.117693
900	4.25	4.3125	11.7454	105.9	0.117666
1000	4.1875	4.28125	11.6671	117.567	0.117567
