step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	3.60938	4.03125	12.2098	12.2098	0.122098
200	3.26562	3.65625	11.7347	23.9445	0.119722
300	3.92188	3.98438	11.6173	35.5618	0.118539
400	3.84375	3.84375	11.5928	47.1546	0.117887
500	3.85938	3.98438	11.543	58.6976	0.117395
600	3.84375	3.92188	11.5106	70.2082	0.117014
700	3.90625	3.92188	11.5515	81.7597	0.1168
800	3.73438	3.8125	11.5967	93.3564	0.116696
900	3.82812	3.82812	11.5209	104.877	0.11653
1000	3.75	3.875	11.5683	116.446	0.116446
