step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.28125	4.34375	12.2703	12.2703	0.122703
200	4.25	4.375	11.7429	24.0132	0.120066
300	4.25	4.375	11.738	35.7511	0.11917
400	4.09375	4.46875	11.6698	47.4209	0.118552
500	3.98438	4.78125	11.6127	59.0336	0.118067
600	3.84375	5	11.5654	70.599	0.117665
700	3.40625	5.125	11.6976	82.2966	0.117567
800	3.20312	5.46875	11.7062	94.0028	0.117503
900	2.96875	5.4375	11.8659	105.869	0.117632
1000	2.60938	5.75	11.742	117.611	0.117611
