step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.3125	21.75	12.1614	12.1614	0.121614
200	19.5	4	11.4803	23.6417	0.118209
300	24.25	3.89062	11.4815	35.1233	0.117078
400	4.125	25.875	11.4544	46.5777	0.116444
500	26.5	3.78125	11.5038	58.0815	0.116163
600	27.375	3.98438	11.5225	69.604	0.116007
700	4.15625	29.25	11.5584	81.1624	0.115946
800	22.375	3.92188	11.5439	92.7063	0.115883
900	27	3.85938	11.6013	104.308	0.115897
1000	4.15625	31.875	11.5528	115.86	0.11586
