step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	3.76562	3.9375	12.1667	12.1667	0.121667
200	3.53125	4	11.598	23.7646	0.118823
300	3.14062	4.65625	11.7141	35.4787	0.118262
400	2.5625	5.21875	11.6644	47.1432	0.117858
500	1.83594	5.71875	11.5232	58.6664	0.117333
600	1.34375	6.375	11.6889	70.3552	0.117259
700	0.949219	6.84375	11.7775	82.1327	0.117332
800	0.675781	7.53125	11.6647	93.7974	0.117247
900	0.453125	7.9375	11.7562	105.554	0.117282
1000	0.285156	8.3125	11.6202	117.174	0.117174
