step,train_loss,val_loss,interval_s,total_s
100,4.84375,4.875,12.2895,12.2895
200,4.875,4.9375,11.8336,24.1231
300,4.8125,4.84375,11.8771,36.0003
400,4.84375,4.90625,11.8319,47.8321
500,4.8125,4.875,11.8798,59.712
600,4.84375,4.96875,12.0346,71.7465
700,4.84375,4.96875,11.879,83.6255
800,4.75,4.9375,11.7441,95.3696
900,4.75,4.96875,11.7565,107.126
1000,4.6875,4.96875,11.7725,118.899
