step,train_loss,val_loss,interval_s,total_s
100,4.8125,4.9375,12.3372,12.3372
200,4.8125,4.96875,11.7516,24.0887
300,4.71875,5.03125,11.7432,35.832
400,4.65625,5.0625,11.6951,47.5271
500,4.53125,5.3125,11.825,59.3521
600,4.3125,5.5625,11.7629,71.115
700,4.3125,5.59375,11.746,82.861
800,4.75,5.03125,11.8452,94.7063
900,4.75,5.09375,11.8335,106.54
1000,4.75,5,11.7395,118.279
