step,train_loss,val_loss,interval_s,total_s
100,3.1875,3.79688,18.9067,18.9067
200,2.0625,5,11.7498,30.6565
300,1.125,6.53125,11.6878,42.3443
400,0.326172,8,11.5992,53.9435
500,0.139648,8.6875,11.545,65.4885
600,0.0239258,8.6875,11.6114,77.0999
700,0.0371094,9.875,11.6296,88.7295
800,0.00946045,10.25,11.6516,100.381
900,0.00793457,10.8125,11.6356,112.017
1000,0.00805664,11.0625,11.6557,123.672

