step	train_loss	val_loss	interval_s	total_s	avg_step_s
100	4.84375	4.875	12.2953	12.2953	0.122953
200	4.875	4.9375	11.8647	24.16	0.1208
300	4.8125	4.84375	11.8364	35.9964	0.119988
400	4.84375	4.90625	11.86	47.8564	0.119641
500	4.78125	4.875	11.7865	59.6429	0.119286
600	4.84375	4.96875	11.7302	71.3731	0.118955
700	4.8125	4.90625	11.7862	83.1593	0.118799
800	4.75	4.96875	11.8563	95.0155	0.118769
900	4.75	4.96875	11.7856	106.801	0.118668
1000	4.78125	4.9375	11.8308	118.632	0.118632
